kanji,radicals
桷,木:角
梟,木:鳥
椚,木:門
楷,木:比:白
楸,木:火:禾
楾,木:水:白
楙,木:矛
椰,木:耳:.阝
楪,木:世
槃,木:殳:舟
樮,木:火:襾
槞,木:立:竜
樔,木:田:尚
樊,木
樌,木:田:貝
橇,木:毛
橦,木:立:里
樢,木:鳥:灬
櫑,木:田
欅,木:丷:尚:扌
欒,木:糸:言
沐,木:氵
渣,木:目:氵
渫,木:氵:世
烋,木:亻:灬
牀,木:爿
痳,木:疒
篥,木:竹:襾
糅,木:矛:米:マ
綵,木:爪:糸
緤,木:糸:世
罧,木:网
菻,木:艹
襯,木:立:見:衤
貅,木:豸:亻
醂,木:酉
襍,木:隹:衤
霖,木:雨
鮴,木:田:魚:亻:灬
鰈,木:田:魚:灬:世
飲,欠:食
歓,欠:矢:隹
欽,欠:金
炊,欠:火
羨,欠:玉:羊:丷:氵
軟,欠:車
盜,欠:皿:氵
篏,欠:甘:竹
企,止:个
祉,止:礻
症,止:疒
証,止:言
鉦,止:金
正,止
沚,止:氵
澁,止:氵
焉,止:灬
篶,止:竹:鳥:灬
耻,止:耳
蕋,止:艹
阯,止:阝.
例,歹:亻:刂
列,歹:刂
烈,歹:刂:灬
裂,歹:衣:刂
洌,歹:刂:氵
薤,歹:韭:艹
疫,殳:疒
繋,殳:糸:車
設,殳:言
鍛,殳:金
投,殳:扌
搬,殳:舟:扌
般,殳:舟
盤,殳:皿:舟
没,殳:氵
燬,殳:火:玉:臼
瘢,殳:疒:舟
芟,殳:艹
酘,殳:酉
悔,毋:忄
海,毋:氵
慣,毋:貝:忄
貫,毋:貝
侮,毋:亻
毎,毋
拇,毋:扌
苺,毋:艹
莓,毋:艹
袰,毋:衣
誨,毋:言
皆,比:白
階,比:白:阝.
批,比:扌
毘,比:田
琵,比:玉
偕,比:白:亻
揩,比:白:扌
秕,比:禾
粃,比:米
紕,比:糸
諧,比:白:言
豼,比:豸
粍,毛:米
毳,毛
毯,毛:火
瓱,毛:瓦
竓,毛:立
耄,毛:老
祇,氏:礻
紙,氏:糸
低,氏:亻
抵,氏:扌
邸,氏:.阝
牴,氏:牛
祗,氏:礻
羝,氏:玉:羊:丷
觝,氏:角
詆,氏:言
鴟,氏:鳥:灬
汽,气:氵
愾,气:米:忄
氣,气:米
黍,水:禾
泉,水:白
線,水:白:糸
拯,水:扌
湶,水:白:氵
盥,水:皿:臼
祿,水:隶:彑:礻
閖,水:門
炎,火
荻,火:犭:艹
鰍,火:田:禾:魚:灬
灸,火:久
鍬,火:禾:金
秋,火:禾
淡,火:氵
談,火:言
萩,火:禾:艹
畑,火:田
煩,火:貝:頁
愀,火:禾:忄
湫,火:禾:氵
煌,火:玉:白
燔,火:田:米:釆
燧,火:豕:丷:辶
燹,火:豕
狄,火:犭
甃,火:瓦:禾
痰,火:疒
耿,火:耳
逖,火:犭:辶
鞦,火:禾:革
餤,火:食
僞,爪:亻:灬
抓,爪:扌
滔,爪:臼:氵
稻,爪:禾:臼
笊,爪:竹
覓,爪:見
霪,爪:玉:雨:氵
爺,父:耳:.阝
駁,爻:馬
爼,爻:目
状,爿:犬
芽,牙:艹
雅,牙:隹
慨,牙:艮:忄
既,牙:艮
邪,牙:.阝
訝,牙:言
鴉,牙:鳥:灬
件,牛:亻
牲,牛:生
犁,牛:禾:刂
犇,牛
獄,犬:言:犭
伏,犬:亻
黙,犬:里:黒:灬
默,犬:里:黒:灬
茯,犬:亻:艹
袱,犬:亻:衤
闃,犬:目:門
飆,犬:風
閏,玉:門
狂,玉:犭
琴,玉:个
玖,玉:久
現,玉:見
皇,玉:白
潤,玉:門:氵
祥,玉:羊:丷:礻
詳,玉:羊:言:丷
詮,玉:言:个
鮮,玉:田:羊:魚:丷:灬
琢,玉:豕
賃,玉:貝:亻
琶,玉:巴
僕,玉:羊:亻:丷
洋,玉:羊:丷:氵
羊,玉:丷
養,玉:羊:食:丷
理,玉:里
佯,玉:羊:亻:丷
惶,玉:白:忄
抂,玉:扌
汪,玉:氵
湟,玉:白:氵
瀁,玉:羊:食:丷:氵
珀,玉:白
珥,玉:耳
琅,玉:艮
瑯,玉:艮:.阝
琲,玉:非
瑣,玉:貝:尚
瑪,玉:馬
痊,玉:疒:个
痒,玉:疒:羊:丷
癢,玉:疒:羊:食:丷
癬,玉:疒:羊:魚:丷
盖,玉:皿:羊:丷
筌,玉:竹:个
篁,玉:白:竹
羔,玉:羊:丷:灬
譱,玉:羊:言:丷
蘚,玉:田:羊:魚:丷:艹:灬
蝗,玉:白:虫
袵,玉:亻:衤
觧,玉:羊:角:丷
誑,玉:言:犭
遑,玉:白:辶
銓,玉:金:个
鍠,玉:白:金
閠,玉:門
隍,玉:白:阝.
鰉,玉:田:白:魚:灬
鱶,玉:田:羊:艮:食:魚:丷:灬
狐,瓜:犭
瓢,瓜:示:襾
觚,瓜:角
瓶,瓦:丷
瓲,瓦:屯
瓸,瓦:白
紺,甘:糸
拑,甘:扌
疳,甘:疒
箝,甘:竹:扌
蚶,甘:虫
邯,甘:.阝
酣,甘:酉
鉗,甘:金
性,生:忄
笙,生:竹
痛,用:疒:マ
通,用:マ:辶
涌,用:マ:氵
俑,用:亻:マ
甬,用
蛹,用:虫:マ
誦,用:言
鯒,用:田:魚:灬
畏,田:衣
劃,田:聿:刂
漁,田:魚:氵:灬
魚,田:灬
隈,田:衣:阝.
鯉,田:里:魚:灬
細,田:糸
鴫,田:鳥:灬
蘇,田:禾:魚:艹:灬
滝,田:立:氵:竜
佃,田:亻
猫,田:犭:艹
播,田:米:釆:扌
畠,田:白
藩,田:米:釆:氵:艹
番,田:米:釆
蕃,田:米:釆:艹
描,田:扌:艹
苗,田:艹
錨,田:金:艹
螺,田:糸:虫
雷,田:雨
累,田:糸
儡,田:亻
擂,田:雨:扌
沺,田:氵
潘,田:米:釆:氵
猥,田:衣:犭
畄,田:尚
畩,田:衣
畫,田:聿
瘰,田:疒:糸
癘,田:疒:禸:艹
縲,田:糸
繙,田:米:糸:釆
飜,田:米:釆:飛
薊,田:魚:刂:艹:灬
蕾,田:雨:艹
蘓,田:禾:魚:艹:灬
蟠,田:米:虫:釆
邁,田:禸:艹:辶
鈿,田:金
鐇,田:米:釆:金
騾,田:糸:馬
鯏,田:禾:魚:刂:灬
鯡,田:非:魚:灬
鰾,田:示:襾:魚:灬
鷭,田:米:釆:鳥:灬
蛋,疋:虫
痕,疒:艮
疾,疒:矢
痢,疒:禾:刂
疽,疒:目
瘋,疒:風
癨,疒:隹:雨
祭,癶:示:个
蔡,癶:示:艹
狛,白:犭
伯,白:亻
拍,白:扌
泊,白:氵
箔,白:竹:氵
粕,白:米
舶,白:舟
迫,白:辶
百,白
佰,白:亻
怕,白:忄
竡,白:立
粨,白:米:貝:頁
葩,白:艹:巴
袙,白:衤
貊,白:豸
陌,白:阝.
血,皿
衆,皿:血
恤,皿:血:忄
洫,皿:血:氵
縊,皿:糸:丷
蠱,皿:虫
謚,皿:言:丷
隘,皿:丷:阝.
鷁,皿:鳥:丷:灬
且,目
眼,目:艮
纂,目:竹:糸
首,目:自:丷
瞳,目:立:里
懼,目:隹:忄
沮,目:氵
泪,目:氵
瞿,目:隹
苴,目:艹
苜,目:艹
蛆,目:虫
詛,目:言
雎,目:隹
馗,目:自:首:丷:九
茅,矛:艹
矜,矛:个:マ
潅,矢:隹:氵
観,矢:見:隹
矩,矢:巨
侯,矢:亻
薙,矢:隹:艹
猴,矢:亻:犭
笶,矢:竹
篌,矢:竹:亻:ユ
雉,矢:隹
漂,示:襾:氵
票,示:襾
蒜,示:艹
剽,示:襾:刂
慓,示:襾:忄
縹,示:糸:襾
飄,示:襾:風
飃,示:襾:風
驃,示:襾:馬
穐,禾:龜
秀,禾:乃
除,禾:个:阝.
稚,禾:隹
誘,禾:言:乃
利,禾:刂
俐,禾:亻:刂
悧,禾:刂:忄
秬,禾:巨
龝,禾:龜
綉,禾:糸:勿
莉,禾:刂:艹
蜊,禾:虫:刂
酥,禾:酉
位,立:亻
笠,立:竹
泣,立:氵
鐘,立:里:金
憧,立:里:忄
撞,立:里:扌
童,立:里
粒,立:米
篭,立:竹:竜
僮,立:里:亻
拉,立:扌
潼,立:里:氵
竝,立
艟,立:舟:里
苙,立:艹
莅,立:亻:艹
颯,立:風
笹,竹:世
篤,竹:馬:鳥:灬
筆,竹:聿
笆,竹:巴
筧,竹:見
篆,竹:豕:彑
粟,米:襾
粂,米:久
謎,米:言:辶
釆,米
迷,米:辶
粫,米:而
粮,米:艮
糯,米:而:雨
維,糸:隹
純,糸:屯
絶,糸:色
緋,糸:非
緬,糸:面
羅,糸:网:隹
紲,糸:世
絲,糸
縺,糸:車:辶
繩,糸:黽
繻,糸:而:雨
纃,糸:齊
緕,糸:齊
臠,糸:肉:言
蘿,糸:网:隹:艹
蠻,糸:虫:言
邏,糸:网:隹:辶
鑼,糸:网:金:隹
鑾,糸:言:金
鸞,糸:言:鳥:灬
罪,网:非
罵,网:馬
買,网:貝
罰,网:言:刂
罹,网:隹:忄
羈,网:革:馬
覽,网:臣:見
詈,网:言
考,老
拷,老:扌
蛯,老:虫
儒,而:雨:亻
需,而:雨
濡,而:雨:氵
懦,而:雨:忄
蠕,而:虫:雨
襦,而:雨:衤
轜,而:車:雨
餌,耳:艮:食
茸,耳:艹
聞,耳:門
耶,耳:.阝
懾,耳:忄
揶,耳:扌:.阝
攝,耳:扌
聶,耳
鑷,耳:金
顳,耳:貝:頁
鵈,耳:鳥:灬
津,聿:氵
攬,臣:見:扌
道,自:首:丷:辶
鼠,臼
攪,臼:見:扌
舊,臼:隹:艹
諂,臼:言
餡,臼:食
鼡,臼
銀,艮:金
限,艮:阝.
恨,艮:忄
退,艮:辶
良,艮
浪,艮:氵
狼,艮:犭
郎,艮:.阝
狠,艮:犭
莨,艮:艹
螂,艮:虫:.阝
褪,艮:辶:衤
触,虫:角
蝕,虫:食
独,虫:犭
蜆,虫:見
蜃,虫:辰
蜚,虫:非
蠅,虫:黽
蟲,虫
蠡,虫:豕:彑
衾,衣:个
裴,衣:非
茜,襾:艹
価,襾:亻
價,襾:貝:亻
洒,襾:氵
覊,襾:革:馬
賈,襾:貝
迺,襾:辶
視,見:礻
俔,見:亻
靦,見:面
鵤,角:鳥:灬
讐,言:隹
信,言:亻
誰,言:隹
這,言:辶
誹,言:非
誉,言:丷:尚
讎,言:隹
遂,豕:丷:辶
隊,豕:丷:阝.
逐,豕:辶
彖,豕:彑
隧,豕:丷:辶:阝.
貍,豸:里
霾,豸:里:雨
鎖,貝:金:尚
側,貝:亻:刂
則,貝:刂
測,貝:刂:氵
頓,貝:頁:屯
賑,貝:辰
狽,貝:犭
頁,貝
貰,貝:世
惻,貝:刂:忄
貪,貝:个
贔,貝
鵙,貝:鳥:灬
軌,車:九
轟,車
陣,車:阝.
輩,車:非
漣,車:氵:辶
蓮,車:艹:辶
連,車:辶
俥,車:亻
鏈,車:金:辶
酒,酉:氵
酋,酉:丷
猶,酉:丷:犭
蕕,酉:丷:犭:艹
遒,酉:丷:辶
逎,酉:辶
黒,里:灬
狸,里:犭
裡,里:衤
俚,里:亻
黔,里:黒:个:灬
錐,金:隹
鈍,金:屯
淦,金:氵
瀏,金:刂:氵
鉅,金:巨
鋩,金:艹:亡
鐫,金:隹
悵,長:忄
萇,長:艹
們,門:亻
捫,門:扌
藺,門:隹:艹
閂,門
闖,門:馬
惟,隹:忄
焦,隹:灬
蕉,隹:艹:灬
進,隹:辶
推,隹:扌
儁,隹:亻
儺,隹:亻:艹
憔,隹:忄:灬
淮,隹:氵
霍,隹:雨
騅,隹:馬
鷦,隹:鳥:灬
霏,雨:非
俳,非:亻
排,非:扌
菲,非:艹
韮,韭:艹
飩,食:屯
馳,馬:也
驫,馬
鬮,鬥:龜
烏,鳥:灬
蔦,鳥:艹:灬
鳩,鳥:九:灬
黎,黍:勿
衿,个:衤
今,个
仇,亻:九
伍,亻
他,亻:也
刈,刂
苅,刂:艹
矛,マ
憮,忄:灬:無
扱,扌:及
把,扌:巴
汚,氵
池,氵:也
沌,氵:屯
泄,氵:世
茫,氵:艹:亡
芭,艹:巴
苣,艹:巨
辷,辶
祁,.阝:礻
邨,.阝:屯
鳥,灬
